id;instituicao;nome_categoria;categoria_instituicao
1785;Guarda Municipal de Feliz;Guarda Municipal;5
1786;Guarda Municipal de Feliz Deserto;Guarda Municipal;5
1787;Guarda Municipal de Feliz Natal;Guarda Municipal;5
1788;Guarda Municipal de Felício dos Santos;Guarda Municipal;5
1789;Guarda Municipal de Fernandes Pinheiro;Guarda Municipal;5
1790;Guarda Municipal de Fernandes Tourinho;Guarda Municipal;5
1791;Guarda Municipal de Fernando Falcão;Guarda Municipal;5
1792;Guarda Municipal de Fernando Pedroza;Guarda Municipal;5
1793;Guarda Municipal de Fernando Prestes;Guarda Municipal;5
1794;Guarda Municipal de Fernando de Noronha;Guarda Municipal;5
1795;Guarda Municipal de Fernandópolis;Guarda Municipal;5
1796;Guarda Municipal de Fernão;Guarda Municipal;5
1797;Guarda Municipal de Ferraz de Vasconcelos;Guarda Municipal;5
1798;Guarda Municipal de Ferreira Gomes;Guarda Municipal;5
1799;Guarda Municipal de Ferreiros;Guarda Municipal;5
1800;Guarda Municipal de Ferros;Guarda Municipal;5
1801;Guarda Municipal de Fervedouro;Guarda Municipal;5
1802;Guarda Municipal de Figueira;Guarda Municipal;5
1803;Guarda Municipal de Figueirão;Guarda Municipal;5
1804;Guarda Municipal de Figueirópolis;Guarda Municipal;5
1805;Guarda Municipal de Figueirópolis D'Oeste;Guarda Municipal;5
1806;Guarda Municipal de Filadélfia;Guarda Municipal;5
1807;Guarda Municipal de Filadélfia;Guarda Municipal;5
1808;Guarda Municipal de Firmino Alves;Guarda Municipal;5
1809;Guarda Municipal de Firminópolis;Guarda Municipal;5
1810;Guarda Municipal de Flexeiras;Guarda Municipal;5
1811;Guarda Municipal de Flor da Serra do Sul;Guarda Municipal;5
1812;Guarda Municipal de Flor do Sertão;Guarda Municipal;5
1813;Guarda Municipal de Flora Rica;Guarda Municipal;5
1814;Guarda Municipal de Floraí;Guarda Municipal;5
1815;Guarda Municipal de Floreal;Guarda Municipal;5
1816;Guarda Municipal de Flores;Guarda Municipal;5
1817;Guarda Municipal de Flores da Cunha;Guarda Municipal;5
1818;Guarda Municipal de Flores de Goiás;Guarda Municipal;5
1819;Guarda Municipal de Flores do Piauí;Guarda Municipal;5
1820;Guarda Municipal de Floresta;Guarda Municipal;5
1821;Guarda Municipal de Floresta;Guarda Municipal;5
1822;Guarda Municipal de Floresta Azul;Guarda Municipal;5
1823;Guarda Municipal de Floresta do Araguaia;Guarda Municipal;5
1824;Guarda Municipal de Floresta do Piauí;Guarda Municipal;5
1825;Guarda Municipal de Florestal;Guarda Municipal;5
1826;Guarda Municipal de Florestópolis;Guarda Municipal;5
1827;Guarda Municipal de Floriano;Guarda Municipal;5
1828;Guarda Municipal de Floriano Peixoto;Guarda Municipal;5
1829;Guarda Municipal de Florianópolis;Guarda Municipal;5
1830;Guarda Municipal de Florânia;Guarda Municipal;5
1831;Guarda Municipal de Florínia;Guarda Municipal;5
1832;Guarda Municipal de Flórida;Guarda Municipal;5
1833;Guarda Municipal de Flórida Paulista;Guarda Municipal;5
1834;Guarda Municipal de Fonte Boa;Guarda Municipal;5
1835;Guarda Municipal de Fontoura Xavier;Guarda Municipal;5
1836;Guarda Municipal de Formiga;Guarda Municipal;5
1837;Guarda Municipal de Formigueiro;Guarda Municipal;5
1838;Guarda Municipal de Formosa;Guarda Municipal;5
1839;Guarda Municipal de Formosa da Serra Negra;Guarda Municipal;5
1840;Guarda Municipal de Formosa do Oeste;Guarda Municipal;5
1841;Guarda Municipal de Formosa do Rio Preto;Guarda Municipal;5
1842;Guarda Municipal de Formosa do Sul;Guarda Municipal;5
1843;Guarda Municipal de Formoso;Guarda Municipal;5
1844;Guarda Municipal de Formoso;Guarda Municipal;5
1845;Guarda Municipal de Formoso do Araguaia;Guarda Municipal;5
1846;Guarda Municipal de Forquetinha;Guarda Municipal;5
1847;Guarda Municipal de Forquilha;Guarda Municipal;5
1848;Guarda Municipal de Forquilhinha;Guarda Municipal;5
1849;Guarda Municipal de Fortaleza;Guarda Municipal;5
1850;Guarda Municipal de Fortaleza de Minas;Guarda Municipal;5
1851;Guarda Municipal de Fortaleza do Tabocão;Guarda Municipal;5
1852;Guarda Municipal de Fortaleza dos Nogueiras;Guarda Municipal;5
1853;Guarda Municipal de Fortaleza dos Valos;Guarda Municipal;5
1854;Guarda Municipal de Fortim;Guarda Municipal;5
1855;Guarda Municipal de Fortuna;Guarda Municipal;5
1856;Guarda Municipal de Fortuna de Minas;Guarda Municipal;5
1857;Guarda Municipal de Foz do Iguaçu;Guarda Municipal;5
1858;Guarda Municipal de Foz do Jordão;Guarda Municipal;5
1859;Guarda Municipal de Fraiburgo;Guarda Municipal;5
1860;Guarda Municipal de Franca;Guarda Municipal;5
1861;Guarda Municipal de Francinópolis;Guarda Municipal;5
1862;Guarda Municipal de Francisco Alves;Guarda Municipal;5
1863;Guarda Municipal de Francisco Ayres;Guarda Municipal;5
1864;Guarda Municipal de Francisco Badaró;Guarda Municipal;5
1865;Guarda Municipal de Francisco Beltrão;Guarda Municipal;5
1866;Guarda Municipal de Francisco Dantas;Guarda Municipal;5
1867;Guarda Municipal de Francisco Dumont;Guarda Municipal;5
1868;Guarda Municipal de Francisco Macedo;Guarda Municipal;5
1869;Guarda Municipal de Francisco Morato;Guarda Municipal;5
1870;Guarda Municipal de Francisco Santos;Guarda Municipal;5
1871;Guarda Municipal de Francisco Sá;Guarda Municipal;5
1872;Guarda Municipal de Franciscópolis;Guarda Municipal;5
1873;Guarda Municipal de Franco da Rocha;Guarda Municipal;5
1874;Guarda Municipal de Frecheirinha;Guarda Municipal;5
1875;Guarda Municipal de Frederico Westphalen;Guarda Municipal;5
1876;Guarda Municipal de Frei Gaspar;Guarda Municipal;5
1877;Guarda Municipal de Frei Inocêncio;Guarda Municipal;5
1878;Guarda Municipal de Frei Lagonegro;Guarda Municipal;5
1879;Guarda Municipal de Frei Martinho;Guarda Municipal;5
1880;Guarda Municipal de Frei Miguelinho;Guarda Municipal;5
1881;Guarda Municipal de Frei Paulo;Guarda Municipal;5
1882;Guarda Municipal de Frei Rogério;Guarda Municipal;5
1883;Guarda Municipal de Fronteira;Guarda Municipal;5
1884;Guarda Municipal de Fronteira dos Vales;Guarda Municipal;5
1885;Guarda Municipal de Fronteiras;Guarda Municipal;5
1886;Guarda Municipal de Fruta de Leite;Guarda Municipal;5
1887;Guarda Municipal de Frutal;Guarda Municipal;5
1888;Guarda Municipal de Frutuoso Gomes;Guarda Municipal;5
1889;Guarda Municipal de Fundão;Guarda Municipal;5
1890;Guarda Municipal de Funilândia;Guarda Municipal;5
1891;Guarda Municipal de Fátima;Guarda Municipal;5
1892;Guarda Municipal de Fátima;Guarda Municipal;5
1893;Guarda Municipal de Fátima do Sul;Guarda Municipal;5
1894;Guarda Municipal de Fênix;Guarda Municipal;5
1895;Guarda Municipal de Gabriel Monteiro;Guarda Municipal;5
1896;Guarda Municipal de Gado Bravo;Guarda Municipal;5
1897;Guarda Municipal de Galiléia;Guarda Municipal;5
1898;Guarda Municipal de Galinhos;Guarda Municipal;5
1899;Guarda Municipal de Galvão;Guarda Municipal;5
1900;Guarda Municipal de Gameleira;Guarda Municipal;5
1901;Guarda Municipal de Gameleira de Goiás;Guarda Municipal;5
1902;Guarda Municipal de Gameleiras;Guarda Municipal;5
1903;Guarda Municipal de Gandu;Guarda Municipal;5
1904;Guarda Municipal de Garanhuns;Guarda Municipal;5
1905;Guarda Municipal de Gararu;Guarda Municipal;5
1906;Guarda Municipal de Garibaldi;Guarda Municipal;5
1907;Guarda Municipal de Garopaba;Guarda Municipal;5
1908;Guarda Municipal de Garrafão do Norte;Guarda Municipal;5
1909;Guarda Municipal de Garruchos;Guarda Municipal;5
1910;Guarda Municipal de Garuva;Guarda Municipal;5
1911;Guarda Municipal de Garça;Guarda Municipal;5
1912;Guarda Municipal de Gaspar;Guarda Municipal;5
1913;Guarda Municipal de Gastão Vidigal;Guarda Municipal;5
1914;Guarda Municipal de Gaurama;Guarda Municipal;5
1915;Guarda Municipal de Gavião;Guarda Municipal;5
1916;Guarda Municipal de Gavião Peixoto;Guarda Municipal;5
1917;Guarda Municipal de Gaúcha do Norte;Guarda Municipal;5
1918;Guarda Municipal de Geminiano;Guarda Municipal;5
1919;Guarda Municipal de General Carneiro;Guarda Municipal;5
1920;Guarda Municipal de General Carneiro;Guarda Municipal;5
1921;Guarda Municipal de General Câmara;Guarda Municipal;5
1922;Guarda Municipal de General Maynard;Guarda Municipal;5
1923;Guarda Municipal de General Salgado;Guarda Municipal;5
1924;Guarda Municipal de General Sampaio;Guarda Municipal;5
1925;Guarda Municipal de Gentil;Guarda Municipal;5
1926;Guarda Municipal de Gentio do Ouro;Guarda Municipal;5
1927;Guarda Municipal de Getulina;Guarda Municipal;5
1928;Guarda Municipal de Getúlio Vargas;Guarda Municipal;5
1929;Guarda Municipal de Gilbués;Guarda Municipal;5
1930;Guarda Municipal de Girau do Ponciano;Guarda Municipal;5
1931;Guarda Municipal de Giruá;Guarda Municipal;5
1932;Guarda Municipal de Glaucilândia;Guarda Municipal;5
1933;Guarda Municipal de Glicério;Guarda Municipal;5
1934;Guarda Municipal de Glorinha;Guarda Municipal;5
1935;Guarda Municipal de Glória;Guarda Municipal;5
1936;Guarda Municipal de Glória D'Oeste;Guarda Municipal;5
1937;Guarda Municipal de Glória de Dourados;Guarda Municipal;5
1938;Guarda Municipal de Glória do Goitá;Guarda Municipal;5
1939;Guarda Municipal de Godofredo Viana;Guarda Municipal;5
1940;Guarda Municipal de Godoy Moreira;Guarda Municipal;5
1941;Guarda Municipal de Goiabeira;Guarda Municipal;5
1942;Guarda Municipal de Goiana;Guarda Municipal;5
1943;Guarda Municipal de Goiandira;Guarda Municipal;5
1944;Guarda Municipal de Goianinha;Guarda Municipal;5
1945;Guarda Municipal de Goianira;Guarda Municipal;5
1946;Guarda Municipal de Goianorte;Guarda Municipal;5
1947;Guarda Municipal de Goianá;Guarda Municipal;5
1948;Guarda Municipal de Goianápolis;Guarda Municipal;5
1949;Guarda Municipal de Goianésia;Guarda Municipal;5
1950;Guarda Municipal de Goianésia do Pará;Guarda Municipal;5
1951;Guarda Municipal de Goiatins;Guarda Municipal;5
1952;Guarda Municipal de Goiatuba;Guarda Municipal;5
1953;Guarda Municipal de Goioerê;Guarda Municipal;5
1954;Guarda Municipal de Goioxim;Guarda Municipal;5
1955;Guarda Municipal de Goiás;Guarda Municipal;5
1956;Guarda Municipal de Goiânia;Guarda Municipal;5
1957;Guarda Municipal de Gongogi;Guarda Municipal;5
1958;Guarda Municipal de Gonzaga;Guarda Municipal;5
1959;Guarda Municipal de Gonçalves;Guarda Municipal;5
1960;Guarda Municipal de Gonçalves Dias;Guarda Municipal;5
1961;Guarda Municipal de Gouveia;Guarda Municipal;5
1962;Guarda Municipal de Gouvelândia;Guarda Municipal;5
1963;Guarda Municipal de Governador Archer;Guarda Municipal;5
1964;Guarda Municipal de Governador Celso Ramos;Guarda Municipal;5
1965;Guarda Municipal de Governador Dix-Sept Rosado;Guarda Municipal;5
1966;Guarda Municipal de Governador Edison Lobão;Guarda Municipal;5
1967;Guarda Municipal de Governador Eugênio Barros;Guarda Municipal;5
1968;Guarda Municipal de Governador Jorge Teixeira;Guarda Municipal;5
1969;Guarda Municipal de Governador Lindenberg;Guarda Municipal;5
1970;Guarda Municipal de Governador Luiz Rocha;Guarda Municipal;5
1971;Guarda Municipal de Governador Mangabeira;Guarda Municipal;5
1972;Guarda Municipal de Governador Newton Bello;Guarda Municipal;5
1973;Guarda Municipal de Governador Nunes Freire;Guarda Municipal;5
1974;Guarda Municipal de Governador Valadares;Guarda Municipal;5
1975;Guarda Municipal de Gracho Cardoso;Guarda Municipal;5
1976;Guarda Municipal de Grajaú;Guarda Municipal;5
1977;Guarda Municipal de Gramado;Guarda Municipal;5
1978;Guarda Municipal de Gramado Xavier;Guarda Municipal;5
1979;Guarda Municipal de Gramado dos Loureiros;Guarda Municipal;5
1980;Guarda Municipal de Grandes Rios;Guarda Municipal;5
1981;Guarda Municipal de Granito;Guarda Municipal;5
1982;Guarda Municipal de Granja;Guarda Municipal;5
1983;Guarda Municipal de Granjeiro;Guarda Municipal;5
1984;Guarda Municipal de Gravatal;Guarda Municipal;5
1985;Guarda Municipal de Gravataí;Guarda Municipal;5
1986;Guarda Municipal de Gravatá;Guarda Municipal;5
1987;Guarda Municipal de Graça;Guarda Municipal;5
1988;Guarda Municipal de Graça Aranha;Guarda Municipal;5
1989;Guarda Municipal de Groaíras;Guarda Municipal;5
1990;Guarda Municipal de Grossos;Guarda Municipal;5
1991;Guarda Municipal de Grupiara;Guarda Municipal;5
1992;Guarda Municipal de Grão Mogol;Guarda Municipal;5
1993;Guarda Municipal de Grão Pará;Guarda Municipal;5
1994;Guarda Municipal de Guabiju;Guarda Municipal;5
1995;Guarda Municipal de Guabiruba;Guarda Municipal;5
1996;Guarda Municipal de Guadalupe;Guarda Municipal;5
1997;Guarda Municipal de Guaimbê;Guarda Municipal;5
1998;Guarda Municipal de Guairaçá;Guarda Municipal;5
1999;Guarda Municipal de Guaiçara;Guarda Municipal;5
2000;Guarda Municipal de Guaiúba;Guarda Municipal;5
2001;Guarda Municipal de Guajará;Guarda Municipal;5
2002;Guarda Municipal de Guajará-Mirim;Guarda Municipal;5
2003;Guarda Municipal de Guajeru;Guarda Municipal;5
2004;Guarda Municipal de Guamaré;Guarda Municipal;5
2005;Guarda Municipal de Guamiranga;Guarda Municipal;5
2006;Guarda Municipal de Guanambi;Guarda Municipal;5
2007;Guarda Municipal de Guanhães;Guarda Municipal;5
2008;Guarda Municipal de Guapiara;Guarda Municipal;5
2009;Guarda Municipal de Guapiaçu;Guarda Municipal;5
2010;Guarda Municipal de Guapimirim;Guarda Municipal;5
2011;Guarda Municipal de Guapirama;Guarda Municipal;5
2012;Guarda Municipal de Guaporema;Guarda Municipal;5
2013;Guarda Municipal de Guaporé;Guarda Municipal;5
2014;Guarda Municipal de Guapé;Guarda Municipal;5
2015;Guarda Municipal de Guapó;Guarda Municipal;5
2016;Guarda Municipal de Guarabira;Guarda Municipal;5
2017;Guarda Municipal de Guaraci;Guarda Municipal;5
2018;Guarda Municipal de Guaraci;Guarda Municipal;5
2019;Guarda Municipal de Guaraciaba;Guarda Municipal;5
2020;Guarda Municipal de Guaraciaba;Guarda Municipal;5
2021;Guarda Municipal de Guaraciaba do Norte;Guarda Municipal;5
2022;Guarda Municipal de Guaraciama;Guarda Municipal;5
2023;Guarda Municipal de Guaramiranga;Guarda Municipal;5
2024;Guarda Municipal de Guaramirim;Guarda Municipal;5
2025;Guarda Municipal de Guarani;Guarda Municipal;5
2026;Guarda Municipal de Guarani d'Oeste;Guarda Municipal;5
2027;Guarda Municipal de Guarani das Missões;Guarda Municipal;5
2028;Guarda Municipal de Guarani de Goiás;Guarda Municipal;5
2029;Guarda Municipal de Guaraniaçu;Guarda Municipal;5
2030;Guarda Municipal de Guarantã;Guarda Municipal;5
2031;Guarda Municipal de Guarantã do Norte;Guarda Municipal;5
2032;Guarda Municipal de Guaranésia;Guarda Municipal;5
2033;Guarda Municipal de Guarapari;Guarda Municipal;5
2034;Guarda Municipal de Guarapuava;Guarda Municipal;5
2035;Guarda Municipal de Guaraqueçaba;Guarda Municipal;5
2036;Guarda Municipal de Guararapes;Guarda Municipal;5
2037;Guarda Municipal de Guararema;Guarda Municipal;5
2038;Guarda Municipal de Guarará;Guarda Municipal;5
2039;Guarda Municipal de Guaratinga;Guarda Municipal;5
2040;Guarda Municipal de Guaratinguetá;Guarda Municipal;5
2041;Guarda Municipal de Guaratuba;Guarda Municipal;5
2042;Guarda Municipal de Guaraçaí;Guarda Municipal;5
2043;Guarda Municipal de Guaraí;Guarda Municipal;5
2044;Guarda Municipal de Guaraíta;Guarda Municipal;5
2045;Guarda Municipal de Guarda-Mor;Guarda Municipal;5
2046;Guarda Municipal de Guareí;Guarda Municipal;5
2047;Guarda Municipal de Guariba;Guarda Municipal;5
2048;Guarda Municipal de Guaribas;Guarda Municipal;5
2049;Guarda Municipal de Guarinos;Guarda Municipal;5
2050;Guarda Municipal de Guarujá;Guarda Municipal;5
2051;Guarda Municipal de Guarujá do Sul;Guarda Municipal;5
2052;Guarda Municipal de Guarulhos;Guarda Municipal;5
2053;Guarda Municipal de Guará;Guarda Municipal;5
2054;Guarda Municipal de Guatambú;Guarda Municipal;5
2055;Guarda Municipal de Guatapará;Guarda Municipal;5
2056;Guarda Municipal de Guaxupé;Guarda Municipal;5
2057;Guarda Municipal de Guaçuí;Guarda Municipal;5
2058;Guarda Municipal de Guaíba;Guarda Municipal;5
2059;Guarda Municipal de Guaíra;Guarda Municipal;5
2060;Guarda Municipal de Guaíra;Guarda Municipal;5
2061;Guarda Municipal de Guia Lopes da Laguna;Guarda Municipal;5
2062;Guarda Municipal de Guidoval;Guarda Municipal;5
2063;Guarda Municipal de Guimarânia;Guarda Municipal;5
2064;Guarda Municipal de Guimarães;Guarda Municipal;5
2065;Guarda Municipal de Guiratinga;Guarda Municipal;5
2066;Guarda Municipal de Guiricema;Guarda Municipal;5
2067;Guarda Municipal de Gurinhatã;Guarda Municipal;5
2068;Guarda Municipal de Gurinhém;Guarda Municipal;5
2069;Guarda Municipal de Gurjão;Guarda Municipal;5
2070;Guarda Municipal de Gurupi;Guarda Municipal;5
2071;Guarda Municipal de Gurupá;Guarda Municipal;5
2072;Guarda Municipal de Guzolândia;Guarda Municipal;5
2073;Guarda Municipal de Gália;Guarda Municipal;5
2074;Guarda Municipal de Harmonia;Guarda Municipal;5
2075;Guarda Municipal de Heitoraí;Guarda Municipal;5
2076;Guarda Municipal de Heliodora;Guarda Municipal;5
2077;Guarda Municipal de Heliópolis;Guarda Municipal;5
2078;Guarda Municipal de Herculândia;Guarda Municipal;5
2079;Guarda Municipal de Herval;Guarda Municipal;5
2080;Guarda Municipal de Herval d'Oeste;Guarda Municipal;5
2081;Guarda Municipal de Herveiras;Guarda Municipal;5
2082;Guarda Municipal de Hidrolina;Guarda Municipal;5
2083;Guarda Municipal de Hidrolândia;Guarda Municipal;5
2084;Guarda Municipal de Hidrolândia;Guarda Municipal;5
2085;Guarda Municipal de Holambra;Guarda Municipal;5
2086;Guarda Municipal de Honório Serpa;Guarda Municipal;5
2087;Guarda Municipal de Horizonte;Guarda Municipal;5
2088;Guarda Municipal de Horizontina;Guarda Municipal;5
2089;Guarda Municipal de Hortolândia;Guarda Municipal;5
2090;Guarda Municipal de Hugo Napoleão;Guarda Municipal;5
2091;Guarda Municipal de Hulha Negra;Guarda Municipal;5
2092;Guarda Municipal de Humaitá;Guarda Municipal;5
2093;Guarda Municipal de Humaitá;Guarda Municipal;5
2094;Guarda Municipal de Humberto de Campos;Guarda Municipal;5
2095;Guarda Municipal de Iacanga;Guarda Municipal;5
2096;Guarda Municipal de Iaciara;Guarda Municipal;5
2097;Guarda Municipal de Iacri;Guarda Municipal;5
2098;Guarda Municipal de Iapu;Guarda Municipal;5
2099;Guarda Municipal de Iaras;Guarda Municipal;5
2100;Guarda Municipal de Iati;Guarda Municipal;5
2101;Guarda Municipal de Iaçu;Guarda Municipal;5
2102;Guarda Municipal de Ibaiti;Guarda Municipal;5
2103;Guarda Municipal de Ibarama;Guarda Municipal;5
2104;Guarda Municipal de Ibaretama;Guarda Municipal;5
2105;Guarda Municipal de Ibateguara;Guarda Municipal;5
2106;Guarda Municipal de Ibatiba;Guarda Municipal;5
2107;Guarda Municipal de Ibaté;Guarda Municipal;5
2108;Guarda Municipal de Ibema;Guarda Municipal;5
2109;Guarda Municipal de Ibertioga;Guarda Municipal;5
2110;Guarda Municipal de Ibiam;Guarda Municipal;5
2111;Guarda Municipal de Ibiapina;Guarda Municipal;5
2112;Guarda Municipal de Ibiara;Guarda Municipal;5
2113;Guarda Municipal de Ibiassucê;Guarda Municipal;5
2114;Guarda Municipal de Ibiaçá;Guarda Municipal;5
2115;Guarda Municipal de Ibiaí;Guarda Municipal;5
2116;Guarda Municipal de Ibicaraí;Guarda Municipal;5
2117;Guarda Municipal de Ibicaré;Guarda Municipal;5
2118;Guarda Municipal de Ibicoara;Guarda Municipal;5
2119;Guarda Municipal de Ibicuitinga;Guarda Municipal;5
2120;Guarda Municipal de Ibicuí;Guarda Municipal;5
2121;Guarda Municipal de Ibimirim;Guarda Municipal;5
2122;Guarda Municipal de Ibipeba;Guarda Municipal;5
